50417815,1.13684,1.13802
50422469,1.13689,1.13797
50423840,1.13684,1.13802
50428214,1.13734,1.13802
50428998,1.13739,1.13797
50429313,1.13746,1.13805
50433985,1.13778,1.13868
50435354,1.13773,1.13873
50437812,1.13762,1.13862
50564473,1.13708,1.13838
50564487,1.13708,1.13801
50564490,1.13707,1.13801
50564609,1.13706,1.13801
50564616,1.13704,1.1382
50564654,1.13704,1.13801
50564666,1.13702,1.13801
50564705,1.13701,1.13801
50564725,1.13701,1.13826
50564805,1.13806,1.1385
50564813,1.13806,1.13851
50564852,1.13806,1.13849
50564912,1.13806,1.1385
50567905,1.13805,1.1385
50568906,1.13791,1.1385
50568914,1.13791,1.13847
50569102,1.13766,1.13847
50569108,1.13793,1.13847
50569110,1.13793,1.13852
50569123,1.13793,1.13847
50569180,1.13702,1.13799
50569359,1.13702,1.13827
50569404,1.13702,1.13799
50569408,1.13699,1.13799
50572482,1.13702,1.13799
50572608,1.13702,1.13817
50572652,1.13702,1.13799
50579906,1.13699,1.13799
50580106,1.13697,1.13826
50580114,1.13699,1.13799
50599007,1.13737,1.13838
50602674,1.1374,1.13755
50602806,1.13741,1.13757
50603107,1.13742,1.13759
50603207,1.13737,1.13773
50603221,1.13737,1.13837
50603356,1.13737,1.138
50603366,1.13737,1.13773
50603416,1.13737,1.13836
50605267,1.13737,1.13857
50606906,1.13735,1.13857
50610040,1.13735,1.13847
50614774,1.13732,1.13747
50614781,1.13732,1.13746
50614787,1.1371,1.13746
50614854,1.13732,1.13746
50614890,1.13732,1.13747
50614907,1.13732,1.13764
50614912,1.13732,1.13746
50614917,1.13705,1.13746
50614919,1.13699,1.13746
50615003,1.13699,1.13773
50615009,1.13699,1.13746
50615011,1.13691,1.13746
50615044,1.13696,1.13746
50615105,1.13696,1.13773
50615116,1.13696,1.13746
50615118,1.13691,1.13746
50615128,1.13697,1.13746
50617039,1.13752,1.13846
50617046,1.13752,1.13847
50621974,1.13747,1.13783
50621983,1.13747,1.13756
50621987,1.13713,1.13756
50622107,1.13747,1.13756
50622114,1.13747,1.13783
50622155,1.13747,1.13756
50622167,1.13713,1.13756
50622205,1.13697,1.13756
50622213,1.13698,1.13756
50622359,1.13698,1.13786
50622366,1.137,1.13759
50622368,1.137,1.13758
50622382,1.137,1.13759
50622405,1.13752,1.13759
50622410,1.13752,1.13848
50622416,1.13752,1.13847
50622666,1.13752,1.13846
50624339,1.13767,1.13846
50624345,1.13767,1.13847
50625173,1.13762,1.13847
50625356,1.13735,1.1385
50625362,1.13762,1.13847
