320,121.358,121.361
357,121.358,121.362
360,121.359,121.363
374,121.361,121.363
398,121.361,121.365
552,121.362,121.365
606,121.362,121.366
615,121.362,121.367
1328,121.363,121.367
1507,121.363,121.368
1536,121.364,121.368
1547,121.364,121.369
1549,121.365,121.369
1558,121.365,121.37
1584,121.365,121.369
1595,121.368,121.369
1604,121.368,121.371
1624,121.368,121.369
1644,121.368,121.371
1713,121.368,121.374
1770,121.37,121.374
1773,121.37,121.376
1775,121.371,121.376
1802,121.372,121.376
1969,121.372,121.377
2755,121.373,121.377
5196,121.372,121.377
6121,121.372,121.376
6131,121.371,121.376
6231,121.371,121.375
6241,121.371,121.372
6243,121.37,121.372
6281,121.369,121.372
6284,121.367,121.372
6325,121.367,121.369
6340,121.366,121.369
6342,121.365,121.369
6415,121.364,121.369
6518,121.364,121.368
6535,121.363,121.368
6719,121.363,121.367
7184,121.362,121.367
8007,121.363,121.367
8906,121.362,121.367
9107,121.363,121.367
9892,121.362,121.367
9904,121.363,121.367
9906,121.364,121.368
9908,121.365,121.368
9915,121.365,121.369
9944,121.365,121.37
9957,121.366,121.37
9971,121.366,121.371
10135,121.368,121.371
10146,121.368,121.372
10321,121.369,121.372
11009,121.368,121.372
15750,121.368,121.37
15757,121.367,121.37
15799,121.366,121.369
15806,121.365,121.369
15907,121.364,121.369
15917,121.364,121.368
15999,121.363,121.368
16041,121.363,121.367
16052,121.362,121.367
16241,121.362,121.366
16249,121.361,121.366
30041,121.361,121.365
37905,121.361,121.363
40606,121.361,121.365
40722,121.362,121.365
40863,121.361,121.365
41008,121.361,121.363
41106,121.361,121.365
44617,121.361,121.366
47620,121.362,121.366
47626,121.362,121.367
47628,121.363,121.367
47630,121.364,121.367
47667,121.365,121.367
47786,121.366,121.367
47806,121.366,121.369
47816,121.366,121.37
47825,121.366,121.371
47827,121.368,121.371
47912,121.368,121.372
48021,121.369,121.372
48558,121.369,121.371
49158,121.368,121.371
49182,121.367,121.37
49189,121.366,121.37
49206,121.366,121.369
49239,121.365,121.369
49261,121.364,121.369
49308,121.364,121.368
49317,121.364,121.367
49332,121.364,121.366
49361,121.362,121.366
49383,121.362,121.365
49443,121.362,121.364
49643,121.362,121.365
52279,121.362,121.363
52291,121.36,121.363
52293,121.359,121.363
52479,121.359,121.362
52489,121.358,121.362
52497,121.357,121.362
53116,121.357,121.361
53189,121.356,121.361
67631,121.356,121.362
67828,121.356,121.361
69480,121.357,121.361
69488,121.357,121.362
70515,121.358,121.362
70715,121.359,121.362
70722,121.36,121.363
70738,121.36,121.364
70758,121.36,121.363
70905,121.36,121.364
70914,121.36,121.365
72296,121.36,121.363
73805,121.36,121.365
74205,121.36,121.363
75105,121.36,121.365
76298,121.36,121.363
84006,121.36,121.365
89515,121.36,121.364
109304,121.359,121.364
110729,121.359,121.363
110738,121.358,121.363
112121,121.359,121.363
112127,121.359,121.364
112834,121.359,121.363
118906,121.359,121.364
118960,121.359,121.363
119008,121.359,121.364
119118,121.359,121.363
119259,121.359,121.361
119306,121.359,121.363
119379,121.358,121.363
120944,121.358,121.361
124844,121.358,121.363
125588,121.358,121.362
125784,121.359,121.362
125802,121.359,121.363
134210,121.359,121.364
134380,121.36,121.364
134395,121.36,121.365
147675,121.361,121.365
147828,121.36,121.364
147910,121.36,121.363
148033,121.359,121.363
148113,121.359,121.364
148205,121.359,121.363
149958,121.358,121.363
152406,121.359,121.363
152425,121.358,121.363
152507,121.359,121.363
152602,121.359,121.364
191384,121.36,121.364
191785,121.361,121.364
204275,121.36,121.364
204879,121.359,121.364
206704,121.36,121.364
206862,121.359,121.364
209338,121.359,121.363
209580,121.36,121.363
213006,121.36,121.364
213014,121.36,121.365
213288,121.361,121.365
222802,121.361,121.363
230307,121.361,121.365
233368,121.361,121.363
234355,121.36,121.363
235106,121.36,121.365
243370,121.36,121.363
243732,121.361,121.363
244644,121.361,121.365
252446,121.362,121.365
252927,121.362,121.366
252934,121.362,121.367
252936,121.364,121.367
252945,121.365,121.367
253001,121.365,121.365
253011,121.365,121.367
253077,121.365,121.365
253108,121.365,121.367
253395,121.366,121.367
254289,121.364,121.366
254303,121.363,121.366
254318,121.362,121.366
255755,121.361,121.366
258081,121.361,121.365
258159,121.36,121.365
259119,121.36,121.364
259162,121.36,121.363
259207,121.36,121.364
259240,121.36,121.363
259257,121.36,121.362
259259,121.359,121.362
259335,121.358,121.362
259398,121.357,121.362
259413,121.356,121.362
259422,121.356,121.36
259551,121.355,121.36
259565,121.355,121.359
259811,121.355,121.358
259850,121.354,121.358
259852,121.353,121.358
260301,121.353,121.357
260321,121.353,121.358
261195,121.354,121.358
261271,121.355,121.358
261887,121.355,121.359
262405,121.355,121.36
263405,121.355,121.359
266326,121.354,121.359
270940,121.355,121.359
270948,121.355,121.36
271078,121.355,121.359
271128,121.356,121.359
271205,121.356,121.36
276778,121.355,121.36
276794,121.356,121.36
276811,121.358,121.36
276905,121.358,121.361
276912,121.358,121.362
276920,121.36,121.363
277007,121.36,121.364
277018,121.36,121.365
277057,121.362,121.365
277106,121.36,121.365
279339,121.36,121.364
279406,121.36,121.363
281105,121.36,121.364
281164,121.36,121.363
281207,121.36,121.364
281230,121.36,121.365
292850,121.36,121.363
297405,121.36,121.365
297506,121.36,121.363
300305,121.36,121.365
301206,121.36,121.363
301370,121.36,121.365
303044,121.361,121.365
303588,121.362,121.366
303599,121.362,121.367
303601,121.363,121.367
303609,121.364,121.367
303623,121.364,121.368
303630,121.364,121.369
303647,121.365,121.369
303697,121.364,121.369
303724,121.364,121.368
303874,121.363,121.368
305390,121.366,121.368
305402,121.367,121.368
305411,121.367,121.37
305425,121.367,121.371
305439,121.368,121.371
305525,121.368,121.372
305531,121.368,121.373
305641,121.369,121.373
305706,121.369,121.374
305718,121.37,121.374
305808,121.371,121.375
306213,121.371,121.376
306387,121.372,121.376
306393,121.372,121.377
306586,121.373,121.377
306786,121.374,121.377
306796,121.374,121.378
306798,121.374,121.379
306903,121.375,121.379
307113,121.376,121.379
307313,121.377,121.379
307513,121.376,121.379
308933,121.375,121.379
311499,121.374,121.379
312422,121.374,121.378
313954,121.373,121.378
320532,121.373,121.377
320544,121.372,121.377
321086,121.372,121.376
332383,121.371,121.376
332392,121.377,121.376
332405,121.377,121.377
332418,121.377,121.378
332438,121.373,121.378
332607,121.374,121.378
332622,121.374,121.379
332810,121.374,121.38
335147,121.374,121.379
335681,121.375,121.379
335694,121.375,121.38
340666,121.375,121.379
340674,121.374,121.379
340676,121.374,121.378
340678,121.373,121.378
341791,121.373,121.377
346128,121.373,121.378
346830,121.373,121.377
351128,121.373,121.378
354688,121.372,121.378
355587,121.372,121.377
358487,121.372,121.376
364095,121.371,121.376
364899,121.372,121.376
369915,121.371,121.376
371094,121.371,121.375
373936,121.37,121.375
374136,121.371,121.375
376945,121.37,121.375
376954,121.371,121.375
378107,121.372,121.375
378186,121.372,121.376
378192,121.372,121.377
378203,121.373,121.377
378211,121.373,121.375
378261,121.374,121.375
378287,121.375,121.375
378406,121.375,121.377
381259,121.375,121.375
381305,121.375,121.377
388328,121.375,121.375
389508,121.375,121.377
391263,121.375,121.379
392343,121.374,121.379
394614,121.374,121.38
394709,121.375,121.38
399680,121.377,121.38
400405,121.377,121.379
400432,121.375,121.379
400512,121.374,121.377
400525,121.373,121.377
400527,121.372,121.377
400914,121.371,121.377
406704,121.372,121.377
412505,121.373,121.377
415980,121.374,121.377
415987,121.374,121.378
415989,121.374,121.379
416009,121.375,121.379
416026,121.374,121.379
