1414,123.059,123.061
1428,123.059,123.062
1796,123.06,123.062
1809,123.06,123.063
1998,123.06,123.064
2008,123.061,123.064
2327,123.061,123.063
2367,123.06,123.063
3046,123.059,123.063
3723,123.059,123.064
3922,123.059,123.063
4122,123.059,123.062
7012,123.06,123.062
7022,123.06,123.063
7396,123.06,123.064
7910,123.061,123.064
8015,123.06,123.064
11700,123.06,123.063
16740,123.061,123.063
16747,123.061,123.064
18583,123.062,123.064
19920,123.062,123.065
20101,123.063,123.065
20320,123.063,123.066
20428,123.063,123.067
20468,123.063,123.065
20808,123.063,123.066
21010,123.063,123.067
21358,123.064,123.067
22415,123.064,123.068
22423,123.064,123.069
22432,123.065,123.069
22442,123.065,123.067
22453,123.065,123.068
22689,123.064,123.068
22694,123.064,123.066
22722,123.063,123.066
22827,123.063,123.065
22923,123.062,123.065
25850,123.061,123.065
28031,123.061,123.064
28468,123.06,123.064
29292,123.061,123.064
31560,123.06,123.064
32212,123.061,123.064
32411,123.06,123.064
33195,123.061,123.064
33824,123.061,123.066
33865,123.061,123.065
34067,123.061,123.064
39529,123.061,123.065
40015,123.062,123.065
48940,123.061,123.065
51414,123.061,123.064
58313,123.06,123.064
59145,123.06,123.066
59152,123.061,123.066
59158,123.061,123.065
59178,123.061,123.066
59185,123.062,123.066
59241,123.062,123.065
59282,123.062,123.066
59310,123.061,123.066
59480,123.061,123.065
60599,123.06,123.065
60610,123.06,123.064
63436,123.061,123.064
63447,123.062,123.064
63456,123.062,123.065
64174,123.062,123.066
64221,123.062,123.067
64231,123.062,123.066
64245,123.062,123.067
64250,123.063,123.067
64263,123.063,123.068
64317,123.064,123.068
64472,123.064,123.067
64591,123.064,123.066
64737,123.063,123.066
65257,123.063,123.065
68580,123.063,123.066
68776,123.063,123.067
69073,123.063,123.066
69276,123.063,123.065
69510,123.063,123.066
69709,123.063,123.065
70112,123.062,123.065
70152,123.062,123.066
70217,123.062,123.067
70323,123.062,123.066
70814,123.062,123.065
76140,123.062,123.066
76213,123.062,123.067
76219,123.063,123.067
76416,123.062,123.067
77684,123.062,123.066
78174,123.062,123.065
84140,123.062,123.066
84214,123.062,123.067
84539,123.062,123.066
84570,123.063,123.066
84589,123.064,123.066
84618,123.064,123.068
84620,123.065,123.068
84720,123.066,123.068
84755,123.066,123.069
84757,123.066,123.07
84824,123.066,123.068
84827,123.066,123.069
84866,123.066,123.068
84912,123.066,123.069
85072,123.065,123.069
85134,123.064,123.069
85136,123.064,123.067
85156,123.063,123.067
85339,123.063,123.066
85367,123.062,123.066
85509,123.061,123.066
86012,123.061,123.065
86975,123.061,123.064
87192,123.06,123.064
94227,123.061,123.064
95472,123.06,123.064
99470,123.061,123.064
99481,123.061,123.065
106049,123.06,123.065
109198,123.06,123.064
138211,123.06,123.065
138219,123.061,123.065
139165,123.061,123.066
139319,123.062,123.066
139918,123.062,123.067
139928,123.063,123.067
139958,123.063,123.068
139985,123.064,123.068
140006,123.064,123.069
140222,123.064,123.068
142509,123.064,123.069
142611,123.064,123.068
146823,123.064,123.067
146833,123.064,123.068
146915,123.064,123.067
146924,123.063,123.067
146939,123.062,123.067
147045,123.062,123.066
147049,123.061,123.066
147051,123.062,123.066
147053,123.061,123.066
147118,123.061,123.065
147185,123.06,123.065
147365,123.06,123.064
151213,123.06,123.065
151317,123.061,123.065
155920,123.06,123.065
156022,123.061,123.065
157931,123.06,123.065
158032,123.061,123.065
162223,123.062,123.065
162414,123.062,123.066
162615,123.062,123.067
163272,123.062,123.066
163996,123.062,123.065
164010,123.061,123.065
164410,123.06,123.065
167904,123.061,123.065
168104,123.06,123.065
169509,123.061,123.065
169528,123.062,123.065
169713,123.062,123.066
171652,123.063,123.066
171707,123.063,123.067
171723,123.063,123.068
172109,123.064,123.068
172211,123.063,123.068
172265,123.064,123.068
172456,123.064,123.069
174346,123.064,123.067
174354,123.063,123.067
174370,123.064,123.067
175980,123.063,123.067
176059,123.063,123.066
176073,123.062,123.066
176076,123.061,123.066
176083,123.061,123.064
176118,123.06,123.064
176149,123.059,123.064
176347,123.059,123.063
176511,123.058,123.063
177153,123.059,123.063
177165,123.059,123.064
177176,123.061,123.064
177240,123.06,123.064
177308,123.059,123.064
177812,123.059,123.063
178409,123.058,123.063
179672,123.059,123.063
180175,123.059,123.064
180186,123.06,123.064
180205,123.061,123.064
180228,123.062,123.064
180237,123.062,123.066
180310,123.061,123.066
180323,123.062,123.066
180325,123.062,123.065
180413,123.061,123.065
180882,123.06,123.065
183294,123.06,123.064
183390,123.059,123.064
184961,123.06,123.064
193750,123.059,123.064
193761,123.059,123.063
193814,123.058,123.063
194825,123.059,123.063
204940,123.058,123.063
206379,123.058,123.062
209236,123.057,123.062
211417,123.058,123.062
213119,123.058,123.063
213133,123.059,123.063
213217,123.06,123.063
213309,123.06,123.064
214611,123.059,123.064
214626,123.061,123.064
214628,123.061,123.061
214633,123.061,123.064
214644,123.061,123.063
214655,123.061,123.06
214663,123.058,123.06
214670,123.057,123.06
214675,123.056,123.06
214716,123.057,123.06
214817,123.057,123.059
214826,123.056,123.059
215066,123.056,123.058
215748,123.055,123.058
215776,123.054,123.058
215784,123.054,123.057
215805,123.053,123.057
215865,123.053,123.056
215927,123.052,123.056
215932,123.051,123.056
215940,123.051,123.055
216095,123.05,123.055
216119,123.05,123.054
216195,123.049,123.054
216355,123.049,123.053
216858,123.05,123.053
217136,123.05,123.054
218064,123.051,123.054
218433,123.051,123.055
220501,123.051,123.054
222459,123.051,123.055
229035,123.05,123.055
229058,123.05,123.054
229093,123.05,123.052
229097,123.049,123.052
229121,123.048,123.052
229131,123.047,123.052
229139,123.047,123.051
229146,123.046,123.051
229162,123.048,123.051
229183,123.047,123.051
229294,123.046,123.051
229315,123.046,123.05
229373,123.046,123.049
229411,123.045,123.049
229426,123.045,123.048
229531,123.045,123.047
229536,123.044,123.047
229603,123.044,123.046
229614,123.042,123.046
229753,123.041,123.046
229803,123.041,123.045
229826,123.04,123.045
229850,123.041,123.045
229877,123.041,123.044
229894,123.04,123.044
229896,123.039,123.044
229905,123.039,123.042
229941,123.039,123.043
230147,123.037,123.041
230513,123.037,123.04
234131,123.037,123.041
234223,123.037,123.042
234314,123.038,123.042
234440,123.038,123.043
234454,123.039,123.043
234616,123.04,123.043
234633,123.04,123.044
234689,123.04,123.045
234710,123.041,123.045
234817,123.041,123.046
234822,123.042,123.046
234885,123.042,123.047
235234,123.043,123.047
235413,123.043,123.048
235633,123.044,123.048
238713,123.045,123.048
238728,123.045,123.049
255541,123.046,123.049
255561,123.047,123.049
255716,123.047,123.05
255726,123.047,123.052
255792,123.048,123.052
256012,123.048,123.053
256214,123.048,123.052
256533,123.048,123.053
256542,123.049,123.053
256616,123.049,123.054
264223,123.05,123.054
264230,123.05,123.055
264334,123.051,123.055
265308,123.05,123.055
265415,123.049,123.055
265421,123.049,123.054
265517,123.05,123.054
268668,123.051,123.054
269030,123.051,123.055
273693,123.05,123.055
274627,123.051,123.055
281766,123.05,123.055
284369,123.05,123.054
284443,123.051,123.054
284933,123.05,123.054
287529,123.05,123.055
288413,123.051,123.055
290409,123.05,123.055
290515,123.051,123.055
292410,123.05,123.055
292517,123.051,123.055
292918,123.051,123.056
293117,123.052,123.056
293664,123.051,123.056
300204,123.051,123.055
300238,123.05,123.055
300417,123.05,123.054
300715,123.049,123.054
300833,123.05,123.054
301433,123.049,123.054
301707,123.05,123.054
302323,123.051,123.054
302330,123.051,123.055
302630,123.051,123.056
304450,123.051,123.055
304461,123.05,123.055
304885,123.049,123.055
304897,123.049,123.054
305537,123.05,123.054
306213,123.05,123.055
306478,123.051,123.055
306889,123.05,123.055
307011,123.05,123.054
307019,123.049,123.054
327089,123.049,123.055
327126,123.05,123.055
327186,123.051,123.055
327294,123.051,123.056
327355,123.051,123.057
327428,123.052,123.057
327538,123.053,123.057
328167,123.052,123.057
330157,123.052,123.056
330166,123.051,123.056
330338,123.05,123.056
330430,123.05,123.055
330741,123.05,123.056
331249,123.051,123.056
331611,123.05,123.056
331923,123.05,123.055
332033,123.05,123.056
332667,123.05,123.055
337599,123.051,123.056
337706,123.05,123.056
341918,123.051,123.056
344226,123.05,123.056
345178,123.051,123.056
345215,123.051,123.055
345225,123.052,123.055
345256,123.052,123.057
345262,123.053,123.058
345299,123.054,123.058
345385,123.053,123.058
355762,123.053,123.057
355773,123.052,123.057
355875,123.051,123.057
355917,123.051,123.056
356161,123.05,123.056
356564,123.05,123.055
356763,123.05,123.056
357494,123.05,123.055
357914,123.051,123.056
358017,123.05,123.056
358815,123.051,123.056
368011,123.05,123.056
368417,123.051,123.056
371772,123.052,123.056
374777,123.051,123.056
386957,123.052,123.056
387045,123.052,123.057
388595,123.053,123.057
388609,123.053,123.058
388927,123.054,123.058
389207,123.054,123.059
389224,123.055,123.059
390173,123.054,123.059
390274,123.054,123.058
390375,123.053,123.058
390388,123.054,123.059
390485,123.053,123.058
401110,123.052,123.057
401312,123.051,123.057
401426,123.051,123.056
401629,123.052,123.057
404016,123.053,123.057
404086,123.053,123.058
406587,123.054,123.058
407411,123.053,123.058
407857,123.052,123.058
407922,123.052,123.057
408032,123.052,123.058
408917,123.052,123.057
409210,123.053,123.058
414109,123.052,123.058
414118,123.052,123.057
421334,123.053,123.058
424230,123.052,123.057
424911,123.051,123.057
424925,123.051,123.056
431061,123.05,123.056
431080,123.05,123.055
431427,123.049,123.055
431444,123.049,123.054
431666,123.049,123.053
431701,123.048,123.053
431712,123.048,123.052
431718,123.047,123.052
431732,123.046,123.052
431747,123.046,123.051
431773,123.046,123.05
431796,123.045,123.05
431918,123.044,123.05
432312,123.043,123.049
432700,123.045,123.049
432714,123.045,123.05
432748,123.045,123.049
432859,123.045,123.05
443216,123.046,123.05
446574,123.045,123.05
446765,123.045,123.049
447500,123.045,123.05
452015,123.045,123.049
452158,123.044,123.049
452214,123.044,123.048
452358,123.043,123.048
452517,123.042,123.048
452532,123.043,123.048
452613,123.043,123.047
452627,123.042,123.047
452919,123.042,123.046
453022,123.042,123.047
453130,123.042,123.046
453305,123.042,123.047
463037,123.042,123.046
463146,123.042,123.045
463166,123.041,123.045
468983,123.041,123.046
469079,123.04,123.046
469092,123.04,123.045
470669,123.041,123.046
470683,123.042,123.046
470725,123.045,123.046
470733,123.045,123.047
470794,123.043,123.047
470827,123.043,123.048
